,School,Department,Class,Credits,Requisites,Course Designation,Repeatable for Credit,Last Taught
5166,,Journalism and Mass Communication,JOURN 445,4,JOURN 345 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5167,,Journalism and Mass Communication,JOURN 447,4,JOURN 345 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5168,,Journalism and Mass Communication,JOURN 449,4,JOURN 345 or graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5169,,Journalism and Mass Communication,JOURN 450,4,"JOURN 150, 335, or 345",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5170,,Journalism and Mass Communication,JOURN 456,4,"JOURN 335, 345, or graduate/professional standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
5171,,Journalism and Mass Communication,JOURN 457,4,"JOURN 335, 345, or graduate/professional standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5172,,Journalism and Mass Communication,JOURN 463,4,Declared in a Journalism undergraduate program and JOURN 345,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5173,,Journalism and Mass Communication,JOURN 464,4,JOURN 345,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5174,,Journalism and Mass Communication,JOURN 465,4,Declared in a Journalism undergraduate program and JOURN 345,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5175,,Journalism and Mass Communication,JOURN 475,1,"JOURN 335, 345, or graduate/professional standing",Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5176,,Journalism and Mass Communication,JOURN/HISTORY  560,4,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5177,,Journalism and Mass Communication,JOURN 561,4,Junior standing; not open to special students,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5178,,Journalism and Mass Communication,JOURN 563,4,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5179,,Journalism and Mass Communication,JOURN 564,4,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5180,,Journalism and Mass Communication,JOURN 565,4,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
5181,,Journalism and Mass Communication,JOURN 566,4,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5182,,Journalism and Mass Communication,JOURN 601,1,Declared in a Journalism undergraduate program,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5183,,Journalism and Mass Communication,JOURN/COM ARTS/HDFS  616,3,"JOURN 202, COM ARTS 325, HDFS 262 (or HDFS 362 prior to Fall 2023), ED PSYCH 320, PSYCH 460, or LSC 251 (or PSYCH 560 prior to Fall 2017)",Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
5184,,Journalism and Mass Communication,JOURN/COM ARTS/LSC  617,3,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5185,,Journalism and Mass Communication,JOURN 618,4,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5186,,Journalism and Mass Communication,JOURN 620,4,Junior standing,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5187,,Journalism and Mass Communication,JOURN 622,3,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5188,,Journalism and Mass Communication,JOURN/ART HIST/HISTORY/L I S  650,3,Graduate/professional standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5189,,Journalism and Mass Communication,JOURN 651,3,"JOURN 150, 162, 201, or Junior Standing",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5190,,Journalism and Mass Communication,JOURN 658,4,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5191,,Journalism and Mass Communication,JOURN/ASIAN AM  662,4,Junior standing,Ethnic St - Counts toward Ethnic Studies requirement Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5192,,Journalism and Mass Communication,JOURN 669,3,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5193,,Journalism and Mass Communication,JOURN 675,3,Senior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2023
5194,,Journalism and Mass Communication,JOURN 676,1,Junior standing,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5195,,Journalism and Mass Communication,JOURN/L I S  677,3,,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5196,,Journalism and Mass Communication,JOURN 681,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
5197,,Journalism and Mass Communication,JOURN 682,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&SHonors - Honors Only Courses (H),No,Fall 2023
5198,,Journalism and Mass Communication,JOURN 692,3,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2020
5199,,Journalism and Mass Communication,JOURN 697,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5200,,Journalism and Mass Communication,JOURN 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5201,,Journalism and Mass Communication,JOURN 801,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5202,,Journalism and Mass Communication,JOURN 802,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5203,,Journalism and Mass Communication,JOURN 803,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2020
5204,,Journalism and Mass Communication,JOURN/HISTORY  808,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Spring 2022
5205,,Journalism and Mass Communication,JOURN 812,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5206,,Journalism and Mass Communication,JOURN 813,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5207,,Journalism and Mass Communication,JOURN 818,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5208,,Journalism and Mass Communication,JOURN 821,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5209,,Journalism and Mass Communication,JOURN 822,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5210,,Journalism and Mass Communication,JOURN/ENVIR ST/LSC  823,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5211,,Journalism and Mass Communication,JOURN 824,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
5212,,Journalism and Mass Communication,JOURN/LSC  825,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2021
5213,,Journalism and Mass Communication,JOURN/LSC  826,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5214,,Journalism and Mass Communication,JOURN/GEN&WS  828,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5215,,Journalism and Mass Communication,JOURN/POLI SCI  829,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5216,,Journalism and Mass Communication,JOURN/LSC  833,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2020
5217,,Journalism and Mass Communication,JOURN 880,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5218,,Journalism and Mass Communication,JOURN 901,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5219,,Journalism and Mass Communication,JOURN 902,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5220,,Journalism and Mass Communication,JOURN 903,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5221,,Journalism and Mass Communication,JOURN 990,1,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5222,,Journalism and Mass Communication,JOURN 999,2,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5223,School of Education,Kinesiology,KINES 100,2,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5224,School of Education,Kinesiology,KINES 112,3,,,No,Fall 2023
5225,School of Education,Kinesiology,KINES 115,3,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5226,School of Education,Kinesiology,KINES 116,2,,,No,Fall 2023
5227,School of Education,Kinesiology,KINES 119,2,,,No,Fall 2023
5228,School of Education,Kinesiology,KINES 121,2,Classified as Pre-Physical Education,,No,Fall 2023
5229,School of Education,Kinesiology,KINES 123,2,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5230,School of Education,Kinesiology,KINES 125,1,,,No,Fall 2023
5231,School of Education,Kinesiology,KINES 127,2,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5232,School of Education,Kinesiology,KINES 140,2,,,No,Fall 2023
5233,School of Education,Kinesiology,KINES 145,2,,,No,Spring 2020
5234,School of Education,Kinesiology,KINES 150,3,,Breadth - Social Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5235,School of Education,Kinesiology,KINES 197,1,Classified as Pre-Kinesiology or Pre-Physical Education,,No,Spring 2020
5236,School of Education,Kinesiology,KINES 200,4,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Summer 2023
5237,School of Education,Kinesiology,KINES 225,1,,Workplace - Workplace Experience Course,"Yes, for 10 number of completions",Fall 2023
5238,School of Education,Kinesiology,KINES 227,2,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5239,School of Education,Kinesiology,KINES 300,1,Declared in Kinesiology and KINES 314 or 427,Workplace - Workplace Experience Course,"Yes, unlimited number of completions",Fall 2023
5240,School of Education,Kinesiology,KINES 308,2,MATH 112 and Classified as pre-Physical Education or declared in Physical Education,,No,Fall 2023
5241,School of Education,Kinesiology,KINES 312,2,,,No,Summer 2023
5242,School of Education,Kinesiology,KINES 314,4,"PHYSIOL 335, ANAT&PHY 335, or KINES 235",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5243,School of Education,Kinesiology,KINES 315,3,Satisfied Quantitative Reasoning (QR) A requirement and declared in Physical Education,Gen Ed - Quantitative Reasoning Part B,No,Spring 2023
5244,School of Education,Kinesiology,KINES 316,3,"KINES 328, 337, or ANAT&PHY 337",,No,Spring 2023
5245,School of Education,Kinesiology,KINES 318,3,"(KINES 328, 329, KINES 337, 338, ANAT&PHY 337, or 338) and (MATH 112 or placement in MATH 113)",,No,Fall 2023
5246,School of Education,Kinesiology,KINES 325,3,,,No,Fall 2023
5247,School of Education,Kinesiology,KINES 327,1,KINES 370,,"Yes, unlimited number of completions",Spring 2021
5248,School of Education,Kinesiology,KINES 330,2,"MATH 112 or placement in MATH 113 and (STAT 371, 301, or PSYCH 210)",,No,Fall 2023
5249,School of Education,Kinesiology,KINES 350,3,,,No,Fall 2023
5250,School of Education,Kinesiology,KINES 353,3,"Declared in Physical Education or Health Promotion and Health Equity, junior standing, and Satisfied Communications A requirement",Gen Ed - Communication Part B Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5251,School of Education,Kinesiology,KINES 355,3,Declared in Kinesiology or Physical Education and Satisfied Communication A requirement,Gen Ed - Communication Part B,No,Fall 2023
5252,School of Education,Kinesiology,KINES 357,4,KINES 317,,No,Spring 2020
5253,School of Education,Kinesiology,KINES 358,4,KINES 357,,No,Fall 2020
5254,School of Education,Kinesiology,KINES 360,3,"Declared in Kinesiology, Athletic Training or Promoting Activity for Diverse Abilities certificate",,No,Fall 2023
5255,School of Education,Kinesiology,KINES 361,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5256,School of Education,Kinesiology,KINES 364,3,KINES 315 and 316,,No,Fall 2023
5257,School of Education,Kinesiology,KINES 365,2,,Workplace - Workplace Experience Course,"Yes, unlimited number of completions",Spring 2023
5258,School of Education,Kinesiology,KINES 370,3,Declared in Physical Education or Health Promotion and Health Equity,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5259,School of Education,Kinesiology,KINES 371,3,Declared in Physical Education and KINES 370 or concurrent enrollment,,No,Fall 2022
5260,School of Education,Kinesiology,KINES 372,4,Declared in Physical Education,,No,Spring 2023
5261,School of Education,Kinesiology,KINES 373,4,KINES 372,,No,Fall 2023
5262,School of Education,Kinesiology,KINES 387,2,,,No,Summer 2023
5263,School of Education,Kinesiology,KINES 390,2,Declared in Kinesiology,,No,Fall 2023
5264,School of Education,Kinesiology,KINES 399,1,Consent of instructor,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
5265,School of Education,Kinesiology,KINES 400,3,Declared in Athletic Training,,No,Spring 2020
5266,School of Education,Kinesiology,KINES 412,2,Declared in Kinesiology or Physical Education,,No,Fall 2022
5267,School of Education,Kinesiology,KINES 417,2,KINES 317,,No,Fall 2020
5268,School of Education,Kinesiology,KINES 427,3,ANAT&PHY 335,,No,Spring 2023
5269,School of Education,Kinesiology,KINES 450,3,Declared in Athletic Training,Workplace - Workplace Experience Course,"Yes, unlimited number of completions",Spring 2021
5270,School of Education,Kinesiology,KINES 457,3,Declared in Athletic Training,Gen Ed - Communication Part B,No,Spring 2021
5271,School of Education,Kinesiology,KINES 475,1,Declared in Athletic Training,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, for 2 number of completions",Spring 2021
5272,School of Education,Kinesiology,KINES/CURRIC  478,2,,Workplace - Workplace Experience Course,No,Fall 2023
5273,School of Education,Kinesiology,KINES/CURRIC  479,2,,Workplace - Workplace Experience Course,No,Fall 2023
5274,School of Education,Kinesiology,KINES 487,3,KINES 127,,No,Fall 2023
5275,School of Education,Kinesiology,KINES 501,3,"Junior standing and declared in Kinesiology, Health Promotion Health Equity, or Physical Education program",Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5276,School of Education,Kinesiology,KINES 508,1,,,"Yes, unlimited number of completions",Summer 2023
5277,School of Education,Kinesiology,KINES 516,3,Declared in Promoting Activity for Diverse Abilities Certificate and KINES 225,,No,Fall 2023
5278,School of Education,Kinesiology,KINES 521,3,Declared in Kinesiology and KINES 314,Gen Ed - Communication Part B Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5279,School of Education,Kinesiology,KINES/NURSING  523,3,Declared in Kinesiology and KINES 314,,No,Fall 2023
5280,School of Education,Kinesiology,KINES/NUTR SCI  525,3,ANAT&PHY 335,,No,Fall 2023
5281,School of Education,Kinesiology,KINES 527,3,KINES 427,,No,Fall 2023
5282,School of Education,Kinesiology,KINES 528,1,KINES 527 or graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, for 3 number of completions",Spring 2023
5283,School of Education,Kinesiology,KINES 531,3,,Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5284,School of Education,Kinesiology,KINES 540,3,Junior standing,Gen Ed - Communication Part B Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2021
5285,School of Education,Kinesiology,KINES 547,3,,,No,Fall 2023
5286,School of Education,Kinesiology,KINES 555,3,,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5287,School of Education,Kinesiology,KINES 566,3,KINES 370,Breadth - Social Science Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5288,School of Education,Kinesiology,KINES 568,2,KINES 547,Workplace - Workplace Experience Course,No,Fall 2023
5289,School of Education,Kinesiology,KINES 570,3,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
5290,School of Education,Kinesiology,KINES 571,2,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
5291,School of Education,Kinesiology,KINES 572,1,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
5292,School of Education,Kinesiology,KINES 600,3,Graduate/professional standing or declared in Kinesiology,Gen Ed - Communication Part B,No,Fall 2023
5293,School of Education,Kinesiology,KINES 614,3,"Declared in Kinesiology, Physical Education, or Athletic Training, and KINES 314 or graduate/professional standing",,No,Spring 2020
5294,School of Education,Kinesiology,KINES 618,2,"Declared in Kinesiology, KINES 318 and (KINES 328, 337 or ANAT&PHY 337) or graduate/professional standing",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5295,School of Education,Kinesiology,KINES 620,2,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
5296,School of Education,Kinesiology,KINES 621,3,KINES 620,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5297,School of Education,Kinesiology,KINES 622,3,KINES 621,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5298,School of Education,Kinesiology,KINES 623,3,KINES 622,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
5299,School of Education,Kinesiology,KINES 624,6,KINES 623,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5300,School of Education,Kinesiology,KINES 625,7,KINES 624,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5301,School of Education,Kinesiology,KINES 650,1,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, for 2 number of completions",Fall 2023
5302,School of Education,Kinesiology,KINES 651,3,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5303,School of Education,Kinesiology,KINES 652,4,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5304,School of Education,Kinesiology,KINES 653,4,KINES 652,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5305,School of Education,Kinesiology,KINES 654,3,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5306,School of Education,Kinesiology,KINES 655,3,KINES 654,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5307,School of Education,Kinesiology,KINES 656,3,KINES 650,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5308,School of Education,Kinesiology,KINES 657,1,KINES 623,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5309,School of Education,Kinesiology,KINES 670,1,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5310,School of Education,Kinesiology,KINES 671,1,KINES 652,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5311,School of Education,Kinesiology,KINES 672,1,KINES 654,Grad 50% - Counts toward 50% graduate coursework requirement,No,Summer 2023
5312,School of Education,Kinesiology,KINES 673,1,Declared Athletic Training MS,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5313,School of Education,Kinesiology,KINES 674,1,KINES 656,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5314,School of Education,Kinesiology,KINES 690,3,Consent of instructor,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, for 4 number of completions",Fall 2023
5315,School of Education,Kinesiology,KINES 699,1,Consent of instructor,Level - Advanced L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, unlimited number of completions",Fall 2023
5316,School of Education,Kinesiology,KINES 700,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5317,School of Education,Kinesiology,KINES 713,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5318,School of Education,Kinesiology,KINES 721,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5319,School of Education,Kinesiology,KINES 773,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5320,School of Education,Kinesiology,KINES 774,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5321,School of Education,Kinesiology,KINES 779,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5322,School of Education,Kinesiology,KINES 785,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2021
5323,School of Education,Kinesiology,KINES/POP HLTH  791,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2022
5324,School of Education,Kinesiology,KINES 861,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Spring 2023
5325,School of Education,Kinesiology,KINES 885,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5326,School of Education,Kinesiology,KINES 900,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5327,School of Education,Kinesiology,KINES 951,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2022
5328,School of Education,Kinesiology,KINES 953,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
5329,School of Education,Kinesiology,KINES/POP HLTH  955,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
5330,School of Education,Kinesiology,KINES 961,2,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2022
5331,School of Education,Kinesiology,KINES 990,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5332,School of Education,Kinesiology,KINES 991,3,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,No,Fall 2023
5333,School of Education,Kinesiology,KINES 999,1,Graduate/professional standing,Grad 50% - Counts toward 50% graduate coursework requirement,"Yes, unlimited number of completions",Fall 2023
5334,,Landscape Architecture,LAND ARC 210,4,,Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5335,,Landscape Architecture,LAND ARC 211,3,,Breadth - Natural Science Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5336,,Landscape Architecture,LAND ARC 250,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5337,,Landscape Architecture,LAND ARC 260,3,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5338,,Landscape Architecture,LAND ARC 261,4,Declared in Landscape Architecture BLA,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5339,,Landscape Architecture,LAND ARC/HORT  263,3,"Sophomore standing and (BOTANY/BIOLOGY  130, ZOOLOGY/BIOLOGY/BOTANY  152, or BOTANY 100)",Breadth - Biological Sci. Counts toward the Natural Sci req Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5340,,Landscape Architecture,LAND ARC/ANTHRO/ART HIST/DS/HISTORY  264,4,,Breadth - Humanities Level - Elementary L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2022
5341,,Landscape Architecture,LAND ARC 299,1,Consent of instructor,,"Yes, unlimited number of completions",Spring 2023
5342,,Landscape Architecture,LAND ARC 311,2,Sophomore standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5343,,Landscape Architecture,LAND ARC 321,4,LAND ARC 261 and DS 221,Breadth - Social Science Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5344,,Landscape Architecture,LAND ARC 353,3,Declared in Landscape Architecture BLA,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Spring 2023
5345,,Landscape Architecture,LAND ARC 354,3,Declared in Landscape Architecture BLA,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,No,Fall 2023
5346,,Landscape Architecture,LAND ARC 360,1,Junior standing,Level - Intermediate L&S Credit - Counts as Liberal Arts and Science credit in L&S,"Yes, for 3 number of completions",Summer 2023
